Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Dielectric,Tolerance,Voltage Rating,Case Code - in,Case Code - mm,Series,Trustedparts Search
C_GCM155R71H3901KA37D,C,3.9 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 3.9 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H3901KA37D,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H3901KA37D
C_GCM155R71H3901KA37J,C,3.9 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 3.9 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H3901KA37J,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H3901KA37J
C_GCM155R71H4701KA37D,C,4.7 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 4.7 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H4701KA37D,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H4701KA37D
C_GCM155R71H4701KA37J,C,4.7 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 4.7 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H4701KA37J,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H4701KA37J
C_GCM155R71H5601KA37D,C,5.6 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 5.6 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H5601KA37D,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H5601KA37D
C_GCM155R71H5601KA37J,C,5.6 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 5.6 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H5601KA37J,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H5601KA37J
C_GCM155R71H6801KA37D,C,6.8 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 6.8 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H6801KA37D,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H6801KA37D
C_GCM155R71H6801KA37J,C,6.8 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 6.8 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H6801KA37J,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H6801KA37J
C_GCM155R71H8201KA37D,C,8.2 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 8.2 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H8201KA37D,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H8201KA37D
C_GCM155R71H8201KA37J,C,8.2 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 8.2 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H8201KA37J,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H8201KA37J
C_GCM155R71H10001KA37D,C,10 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 10 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H10001KA37D,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H10001KA37D
C_GCM155R71H10001KA37J,C,10 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 10 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H10001KA37J,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H10001KA37J
C_GCM155R71H12001KA55D,C,12 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 12 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H12001KA55D,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H12001KA55D
C_GCM155R71H12001KA55J,C,12 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 12 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H12001KA55J,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H12001KA55J
C_GCM155R71H15001KA55D,C,15 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 15 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H15001KA55D,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H15001KA55D
C_GCM155R71H15001KA55J,C,15 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 15 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H15001KA55J,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H15001KA55J
C_GCM155R71H18001KA55D,C,18 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 18 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H18001KA55D,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H18001KA55D
C_GCM155R71H18001KA55J,C,18 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 18 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H18001KA55J,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H18001KA55J
C_GCM155R71H22001KA55D,C,22 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 22 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H22001KA55D,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H22001KA55D
C_GCM155R71H22001KA55J,C,22 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 22 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H22001KA55J,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H22001KA55J
C_GCM155R71H27001KA55D,C,27 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 27 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H27001KA55D,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H27001KA55D
C_GCM155R71H27001KA55J,C,27 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 27 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H27001KA55J,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H27001KA55J
C_GCM155R71H33001KA55D,C,33 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 33 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H33001KA55D,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H33001KA55D
C_GCM155R71H33001KA55J,C,33 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 33 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H33001KA55J,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H33001KA55J
C_GCM155R71H39001KA55D,C,39 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 39 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H39001KA55D,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H39001KA55D
C_GCM155R71H39001KA55J,C,39 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 39 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H39001KA55J,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H39001KA55J
C_GCM155R71H47001KA55D,C,47 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 47 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H47001KA55D,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H47001KA55D
C_GCM155R71H47001KA55J,C,47 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 47 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H47001KA55J,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H47001KA55J
C_GCM155R71H56001KA55D,C,56 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 56 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H56001KA55D,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H56001KA55D
C_GCM155R71H56001KA55J,C,56 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 56 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H56001KA55J,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H56001KA55J
C_GCM155R71H68001KA55D,C,68 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 68 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H68001KA55D,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H68001KA55D
C_GCM155R71H68001KA55J,C,68 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 68 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H68001KA55J,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H68001KA55J
C_GCM155R71H82001KA55D,C,82 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 82 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H82001KA55D,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H82001KA55D
C_GCM155R71H82001KA55J,C,82 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 82 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H82001KA55J,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H82001KA55J
C_GCM155R71H100001KA55D,C,100 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 100 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H100001KA55D,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H100001KA55D
C_GCM155R71H100001KA55J,C,100 nF,footprints:C_0402_1005Metric,https://www.murata.com/-/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx,CAP SMD 100 nF X7R 10% 0402 50V,Murata Electronics,GCM155R71H100001KA55J,X7R,10%,50V,0402,1005,GCM155,https://www.trustedparts.com/en/search/GCM155R71H100001KA55J
